time,roll_deg,pitch_deg,yaw_deg,p_degps,q_degps,r_degps,ax_body_fps2,ay_body_fps2,az_body_fps2,airspeed_kt,u_body_fps,v_body_fps,w_body_fps,altitude_ft
2.2704063000001042,-0.322975761,10.806638361,359.616648641,-0.000000053,0.000002124,-0.000000007,6.042133757,0.178428120,-31.652466979,0.000000000,-0.000000073,0.000000003,0.000000122,117.966231519
2.3010563000007096,-0.322975763,10.806638442,359.616648640,-0.000000013,0.000002564,-0.000000006,6.042133801,0.178427863,-31.652464949,0.000000000,-0.000000077,-0.000000000,0.000000114,117.966231519
2.335217200000443,-0.322975764,10.806638502,359.616648640,-0.000000107,0.000002583,-0.000000008,6.042136057,0.178428052,-31.652469603,0.000000000,-0.000000054,-0.000000000,0.000000053,117.966231524
2.3709859999999026,-0.322975762,10.806638579,359.616648641,0.000000059,0.000002077,0.000000000,6.042133431,0.178427887,-31.652471340,0.000000000,-0.000000071,0.000000002,0.000000069,117.966231524
2.410572400000092,-0.322975761,10.806638677,359.616648641,-0.000000097,0.000002098,-0.000000008,6.042135606,0.178428078,-31.652467890,0.000000000,-0.000000058,0.000000002,0.000000090,117.966231524
2.4429219000003286,-0.322975762,10.806638774,359.616648640,0.000000120,0.000001937,0.000000023,6.042136402,0.178427687,-31.652466772,0.000000000,-0.000000052,0.000000001,0.000000093,117.966231533
2.474352600000202,-0.322975760,10.806638827,359.616648641,-0.000000006,0.000002433,-0.000000003,6.042133826,0.178427873,-31.652465543,0.000000000,-0.000000076,0.000000001,0.000000118,117.966231533
2.5038265000002866,-0.322975759,10.806638901,359.616648641,-0.000000042,0.000002080,-0.000000017,6.042133564,0.178427509,-31.652466131,0.000000000,-0.000000076,-0.000000002,0.000000135,117.966231538
2.533696200000122,-0.322975762,10.806638980,359.616648640,-0.000000040,0.000002378,-0.000000014,6.042135483,0.178427557,-31.652470598,0.000000000,-0.000000067,-0.000000004,0.000000090,117.966231543
2.561919400000079,-0.322975764,10.806639034,359.616648640,-0.000000144,0.000002408,-0.000000020,6.042134117,0.178428168,-31.652465169,0.000000000,-0.000000072,0.000000000,0.000000125,117.966231543
2.5946374000004653,-0.322975763,10.806639109,359.616648640,0.000000047,0.000001916,0.000000000,6.042133178,0.178427910,-31.652465455,0.000000000,-0.000000079,0.000000002,0.000000141,117.966231547
2.6273779000002833,-0.322975761,10.806639183,359.616648640,0.000000063,0.000002189,0.000000004,6.042134664,0.178427496,-31.652466511,0.000000000,-0.000000071,-0.000000001,0.000000124,117.966231547
2.651087400000506,-0.322975763,10.806639253,359.616648640,-0.000000137,0.000002487,-0.000000029,6.042133709,0.178427688,-31.652463987,0.000000000,-0.000000079,-0.000000004,0.000000137,117.966231552
2.674903699999959,-0.322975764,10.806639294,359.616648640,0.000000002,0.000002283,-0.000000010,6.042135052,0.178427483,-31.652468782,0.000000000,-0.000000068,-0.000000004,0.000000092,117.966231552
2.7001115000002756,-0.322975765,10.806639345,359.616648639,-0.000000120,0.000002450,-0.000000015,6.042134860,0.178428243,-31.652469931,0.000000000,-0.000000066,0.000000002,0.000000084,117.966231552
2.736138700000083,-0.322975767,10.806639405,359.616648639,0.000000034,0.000002152,-0.000000004,6.042135085,0.178427362,-31.652465932,0.000000000,-0.000000068,-0.000000004,0.000000121,117.966231552
2.7769966000005297,-0.322975768,10.806639492,359.616648639,0.000000100,0.000002474,0.000000012,6.042134930,0.178428330,-31.652476007,0.000000000,-0.000000071,0.000000005,0.000000053,117.966231552
2.8012701000006928,-0.322975767,10.806639593,359.616648639,0.000000083,0.000002897,0.000000007,6.042134246,0.178428116,-31.652468033,0.000000000,-0.000000071,0.000000002,0.000000025,117.966231561
2.824702900000375,-0.322975766,10.806639639,359.616648639,0.000000024,0.000001641,0.000000009,6.042137053,0.178427863,-31.652464604,0.000000000,-0.000000043,0.000000001,0.000000057,117.966231561
2.8479710000001432,-0.322975766,10.806639686,359.616648639,0.000000099,0.000001777,0.000000022,6.042135367,0.178428261,-31.652463983,0.000000000,-0.000000054,0.000000004,0.000000095,117.966231561
2.8703756000004432,-0.322975762,10.806639736,359.616648640,0.000000108,0.000001561,0.000000019,6.042137019,0.178427776,-31.652473876,0.000000000,-0.000000040,0.000000003,0.000000020,117.966231571
2.8940910999999687,-0.322975761,10.806639784,359.616648640,-0.000000076,0.000002544,-0.000000025,6.042133808,0.178427594,-31.652469849,0.000000000,-0.000000070,-0.000000002,0.000000035,117.966231571
2.9246492000002036,-0.322975761,10.806639845,359.616648640,-0.000000039,0.000001717,0.000000004,6.042136821,0.178428220,-31.652468294,0.000000000,-0.000000041,0.000000003,0.000000043,117.966231571
2.953153200000088,-0.322975762,10.806639892,359.616648640,-0.000000055,0.000002544,-0.000000025,6.042133221,0.178427445,-31.652466961,0.000000000,-0.000000074,-0.000000004,0.000000062,117.966231575
2.975493500000084,-0.322975762,10.806639960,359.616648639,0.000000002,0.000001727,-0.000000015,6.042134311,0.178427211,-31.652466279,0.000000000,-0.000000064,-0.000000005,0.000000102,117.966231580
3.0008802000002106,-0.322975763,10.806639992,359.616648639,-0.000000043,0.000002067,-0.000000019,6.042134431,0.178427335,-31.652465430,0.000000000,-0.000000067,-0.000000005,0.000000111,117.966231580
